"","ACARTIA HUDSONICA","ACARTIA LONGIREMIS","AEQUOREA VICTORIA","AETIDEUS","Aglantha digitale","AGLANTHA DIGITALE","ALIENACANTHOMYSIS MACROPSIS","AMPHIPODA","ANTHOATHECATA","Anthozoa","ASCIDIACEA","AXIIDAE","BARNACLES","BIVALVIA","BRADYIDIUS SAANICHI","BRYOZOA","CALANUS MARSHALLAE","CALANUS PACIFICUS","CALLIOPIUS PACIFICUS","CANCER PRODUCTUS","Cancridae Lg","Cancridae Sm","CANDACIA COLUMBIAE","CARIDEA","CENTROPAGES ABDOMINALIS","CHAETOGNATHA","CHIRIDIUS GRACILIS","CLIONE LIMACINA","Clytia gregaria","CLYTIA GREGARIA","COPEPODA","CRANGONIDAE","CUMACEA","CYPHOCARIS CHALLENGERI","DITRICHOCORYCAEUS ANGLICUS","ECHINODERMATA","EPILABIDOCERA LONGIPEDATA","EUCALANUS BUNGII","EUPHAUSIA PACIFICA","EUPHAUSIIDAE","EUPHYSA","EUTONINA INDICANS","EVADNE","FABIA SUBQUADRATA","FISH","Forage FISH","FRITILLARIA","GALATHEIDAE","GAMMARIDEA","GASTROPODA","GLEBOCARCINUS OREGONENSIS","HARPACTICOIDA","HEMIGRAPSUS","HIPPOLYTIDAE","HYDROID","HYPERIA","HYPERIIDEA","HYPEROCHE","ISOPODA","LEPTOTHECATA","LEUCKARTIARA","LIMACINA HELICINA","LITTORINA","LOPHOPANOPEUS BELLUS","METACARCINUS GRACILIS","METACARCINUS MAGISTER","METRIDIA PACIFICA","MICROCALANUS","Mitrocoma cellularia","MONOTHULA SUBTILIS","Muggiaea atlantica","MUGGIAEA ATLANTICA","MYSIDACEA","Nanomia bijuga","Nemertea","NEOCALANUS CRISTATUS","NEOCALANUS PLUMCHRUS","NEOMYSIS","NEOTRYPAEA CALIFORNIENSIS","NOCTILUCA","OBELIA","OCTOPODA","OIKOPLEURA","OITHONA ATLANTICA","OITHONA SIMILIS","OREGONIA GRACILIS","OSTRACODA","OWENIIDAE","PACIFACANTHOMYSIS NEPHROPHTHALMA","PAGURIDAE","PANDALIDAE","PARACALANUS","PARAEUCHAETA ELONGATA","PASIPHAEA PACIFICA","PETROLISTHES","PHORONIDA","PINNIXA","PINNOTHERES","PLATYHELMINTHES","Pleurobrachia bachei","PLEUROBRACHIA BACHEI","PODON","POLYCHAETA","PROBOSCIDACTYLA FLAVICIRRATA","PSEUDOCALANUS","PSEUDOCALANUS Lg","PSEUDOCALANUS MIMUS","PSEUDOCALANUS MINUTUS","PSEUDOCALANUS MOULTONI","PSEUDOCALANUS NEWMANI","PSEUDOCALANUS Sm","PUGETTIA","RATHKEA","SARSIA","SCOLECITHRICELLA MINOR","THEMISTO PACIFICA","THYSANOESSA","THYSANOESSA RASCHII","THYSANOESSA SPINIFERA","TORTANUS","TORTANUS DISCAUDATUS","TRICONIA BOREALIS","TRICONIA MINUTA","UNKNOWN","XENACANTHOMYSIS PSEUDOMACROPSIS","Cluster"
"P28-2017-JUL",0.0465093594018329,0,0,0.147557373139283,0,0.0486754027973605,0,0.174848913264337,0,0,0,0,0,0.0657979234385656,0,0,0,0.286715573287353,0.00453722812683497,0,0,0,0.0465093594018329,0,0,0.148052027370105,0,0,0,0,0.21983602155513,0,0,0.0706412002102611,0.440190330703583,0,0,0,0.048035815414381,0.154816188380542,0,0,0,0,0,0,0,0,0.0465093594018329,0.0806148219426427,0,0,0,0.0120046243969866,0,0,0,0,0,0,0,0.0806148219426427,0,0,0,0,0.278645757461117,0.334982118619359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161759584365957,0,0.114130744501436,0,0.0657979234385656,0,0,0,0,0.541740211831822,0,0.00453722812683497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229783030824375,0,0.0465093594018329,0,0,0,0,0.0932308196229728,0,0,0,0,0,0.0657979234385656,0,0,0,6
"P28-2021-JUL",0,0.0422250108817363,0,0.0663459778767426,0.0154659518635852,0,0,0.103584136754098,0,0,0,0,0.0845255427474195,0.140464349761486,0,0,0,0.185054259438034,0,0,0,0,0,0,0,0.107725794454533,0,0,0,0,0.0597329548809791,0,0,0.0451599955264022,0.535248905204071,0,0,0,0.0216291386447601,0,0,0,0,0,0,0,0,0,0,0.0945306655868478,0,0,0,0.0165430556073384,0,0,0,0,0,0,0,0.0422438683498611,0,0,0,0.00178380314118562,0.0407924273799766,0.557328265338621,0,0,0,0,0,0.00504537592968197,0,0,0,0,0,0,0,0,0.0731794311415304,0,0.15860875667044,0,0,0,0,0,0,0.573087597720838,0,0.00178380314118562,0,0,0,0,0,0,0,0,0.0422250108817363,0,0.0597329548894107,0,0,0,0.0845255427474195,0,0.0422250108817363,0,0,0,0,0.100059805389066,0.0422250108817363,0,0,0,0,0,0,0,0,6
"P28-2018-JUL",0,0,0,0.0789713737211009,0,0.0117603958875797,0,0.137069107205281,0,0,0,0,0.0455625300818658,0.0455625300818658,0,0.0644574813607207,0.0455625300818658,0.272830492059812,0.045744543875081,0,0,0,0.00831575983419991,0,0,0.207073822783475,0,0,0,0,0.0789713737279253,0,0,0.104930207504374,0.531918073861861,0,0.0789713737279253,0,0.00576129289080564,0.065524481473603,0,0,0,0,0,0,0,0,0,0.0644574813607207,0,0,0,0,0,0,0.0912199906313636,0,0,0,0,0.0644574813607207,0,0,0,0,0.144534223426589,0.543706834510897,0,0,0,0,0,0,0,0,0,0,0.0117603958875797,0,0,0,0,0,0.111799091144192,0,0.0117603958875797,0,0,0,0,0.472897472272507,0,0.00675572875621638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188915838848862,0,0,0,0,0,0,0.0462863029506249,0,0,0,0,0,0,0,0,0,6
"P28-2017-SEP",0,0.0496541892339607,0,0.0860744877247306,0,0.0496541892339607,0,0.149457157074522,0,0,0,0,0,0.157607506483592,0,0.0702505441553039,0,0.3066960808396,0.00209741188223704,0,0.0059324071068509,0,0,0,0,0.15218176284976,0,0,0,0,0.0860744877247306,0,0,0.115595767078046,0.711315129545563,0,0,0,0.0181246890807969,0.0994313338960324,0.00209741188223704,0,0,0,0,0,0,0,0,0.111213638689851,0,0,0,0,0,0,0,0,0,0,0,0.0496541892339607,0,0,0,0,0.172795091410381,0.245617056108167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702505441553039,0,0.131699040868171,0,0,0,0,0,0,0.475295161533848,0,0.00209741188223704,0,0,0,0,0,0,0,0,0,0,0.111213638689851,0,0,0,0.121878971367523,0,0,0,0,0,0,0.050707939242121,0,0,0,0,0,0,0,0,0,6
"P28-2018-SEP",0,0.0620135817881317,0,0,0,0,0,0.139025136947372,0,0,0,0,0.0620135817839289,0.0620135817881317,0,0.0877568442515922,0,0.327868209131035,0.00226296665724169,0.00391957995011935,0,0,0,0,0,0.102245878780337,0,0,0,0,0.0716224475103919,0,0,0.0458189435463274,0.775734216849664,0,0,0,0.0158952113725137,0.10137641487228,0,0,0,0,0.00226296665724169,0,0,0,0.0130656048071232,0.107549056235217,0,0,0,0.0092386463191239,0,0,0,0,0.0357882534547615,0,0,0.0507748214849625,0,0,0.00226296665724169,0,0.0506230492037558,0.250507208413621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156603404295439,0,0,0,0,0,0,0.453618824847957,0,0.00506016460338214,0,0,0,0,0,0,0,0,0,0,0.0357882534547615,0.0357882534547615,0,0,0.0506230492063279,0.0948085772942151,0.0800934913650922,0,0,0,0,0.146893301202229,0.0357882534547615,0.0130656048071232,0,0,0,0,0,0,0,6
"P28-2020-SEP",0,0,0,0.0477002789956,0,0,0,0.108657010678121,0,0,0.0485163624654882,0,0.0971473974349718,0.119074907023722,0.0485163624654882,0.0686394688975547,0,0.442629278241437,0.00139999781237491,0,0,0,0,0.0485163624654882,0,0.0094953868099225,0,0,0,0,0.218624079525473,0.00885447650029057,0,0.0549675398713375,0.570488707205342,0,0,0,0.0845659769443204,0.0840989405038527,0,0,0.0686394688975547,0,0,0,0,0,0,0.0485163624654882,0,0,0,0.0177096473084399,0,0,0,0,0,0,0,0.0485163624654882,0,0.0177096473084399,0,0,0.0485163624654882,0.469401940303888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686394688975547,0,0.128666599084401,0,0,0,0,0,0,0.408210786974463,0,0.00242486894805623,0,0,0,0,0,0,0,0,0.0840989405038527,0,0,0,0,0,0,0.0686394688975547,0,0,0,0,0,0.0548960351506042,0,0.0250465329198368,0,0,0,0,0,0,0,6
"P28-2021-SEP",0,0,0,0.0923456991303184,0,0,0,0,0,0,0,0,0.0361170234214048,0.130783513645355,0,0.0412512787798147,0,0.273835505873925,0.00213435263935733,0,0,0,0,0,0,0.0613244166059359,0,0,0,0,0.0583546872511403,0,0,0.046384967918101,0.464500748779209,0,0,0,0.0456180674509875,0.0923456983795507,0,0,0,0,0,0,0,0,0,0.180741624159802,0,0,0,0,0,0,0.0184439464896554,0,0,0,0,0,0,0,0,0,0,0.451636685597651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215961964626616,0,0,0,0,0,0.0130414698966187,0.67393830943171,0,0.00261403846649986,0,0,0,0,0,0.00824800942526865,0,0,0,0,0.0412512787798147,0,0,0,0.0412512787798147,0.0583546872511403,0.0583546872511403,0,0,0,0,0.0940283795094987,0,0,0,0,0,0,0,0,0,6
"P28-2015-SEP",0,0.0478459855311783,0,0.117423196700386,0,0,0,0.0676903086759943,0,0,0.0478459855311783,0,0.0676903086759943,0.126880445906999,0,0.135693285212805,0,0.366028634099993,0.0215683913008517,0,0,0,0,0,0,0.0521975960718367,0,0,0,0,0.0829351044366753,0,0,0.019132260174855,0.659211592995417,0,0,0,0,0.151827205480223,0,0,0,0,0,0,0,0,0,0.159299528693339,0,0,0,0.0213908434657434,0,0,0,0,0,0,0,0.102759812748066,0,0,0,0,0.0676903086759943,0.299277546936532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107150982707187,0,0.265055965388716,0,0,0,0,0,0,0.405412205166459,0,0.00390512792021439,0,0,0,0,0,0,0,0,0.0478459855311783,0,0.107150982707187,0,0,0,0.0829351044366753,0.0676903086759943,0,0,0,0,0,0.0801167839377159,0,0,0,0,0.0676903086674131,0,0,0,0,6
"P28-2014-SEP",0,0,0,0.0672315203714866,0,0.0475219428057053,0,0,0,0,0,0,0,0.208574380523065,0,0.214075994867395,0,0.38010562140881,0,0,0,0,0,0.0122658026201241,0,0.0486330849318763,0,0,0,0,0.0823725634876293,0,0,0.0479094763229543,0.613773229959172,0,0,0,0.0737712853209075,0.0475219428057053,0,0,0,0,0,0,0,0,0,0.158212350569839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475219428057053,0.28903183022749,0,0,0,0,0,0,0,0,0,0,0.0122658026201241,0,0,0,0.0672315203714866,0,0.254093220578165,0,0,0,0,0,0,0.486868673386754,0,0,0,0,0,0,0,0,0,0,0.0122658026201241,0,0.0475219428057053,0,0,0,0.126017191703447,0,0,0,0,0,0,0.0300487260852733,0.0122658026201241,0,0,0,0,0,0,0,0,6
"P402-2021-APR",0.00663917866469432,0,0.0011736437133754,0,0,0,0,0,0,0.0093892854894797,0,0,0.1123174146997,0.0363720310745451,0,0.0114995637359672,0,0.0351382035902912,0,0,0,0,0,0,0.00663917866469432,0.00234728903884697,0,0,0.0011736437133754,0,0.0257160738114785,0.00704191884973283,0,0,0.0369735342863551,0,0,0,0.0435494504511204,0,0,0,0.0363720310745451,0,0.00406563134226445,0,0.0257160738114785,0,0,0.0093892854894797,0,0,0,0.00524871713333306,0,0.00262434953034701,0,0,0,0,0,0,0,0,0.00331957104190175,0,0.0259295365168447,0,0.0082990076257051,0.00663917866469432,0,0,0,0,0.00663917866469432,0,0,0,0.00524871713333306,1.32094465336965,0.0239400099430642,0,0.112317414708294,0.0132786499974843,0.093557262533009,0,0.0257160738114785,0,0,0.00742284103767491,0.0086245896364324,0.0891914822789496,0,0,0,0.00663917866469432,0.00760615215744128,0,0,0.00389254476291043,0,0.0630260343026738,0.0539627320796003,0.00909112823446968,0,0,0,0,0,0,0,0,0.00663917866469432,0,0,0.00331957104190175,0,0.00909112823563963,0.00331957104190175,0,0,0.0257160738114785,0,0,0,5
"P28-2015-JUL",0.0503322249556569,0,0,0.025158141950737,0,0.00649516477568273,0.00251555146637693,0,0,0,0,0,0.142785614734441,0.159776215380333,0,0,0,0.0636819443286272,0,0,0,0,0.00251555146637693,0,0,0.0260239766051676,0,0,0,0,0.0435843810289811,0.0159103988878014,0,0.0219798554746584,0,0.0355827407516914,0,0,0.0315082147565006,0.075818071776148,0,0,0,0,0,0,0,0,0,0.103905601032489,0,0,0,0.00649516477568273,0,0,0,0,0,0,0,0.00470617827169843,0,0,0,0,0.0459435890068859,0.222571595838754,0,0,0,0,0,0,0,0,0,0,0.0171853157882511,0.99309341634075,0,0,0.13350658183072,0.0355827407483972,0.165712960982797,0,0,0.025158141950737,0.00177876256229669,0,0.025158141950737,0.182408668038562,0.00177876256229669,0,0,0.025158141950737,0,0,0.0355827407483972,0,0,0,0.0908592416787127,0.0355827407483972,0.0908242195967742,0,0,0.025158141950737,0,0,0,0,0,0,0,0.00177876256229669,0,0,0,0,0,0,0.196108159686505,0.184174155055553,0,5
"P402-2017-JUL",0.104655430945954,0,0.00539454929516804,0,0,0.0031145344230493,0.0348285379780636,0.0492649589855812,0.0603492277509097,0,0,0,0.0348285379780636,0.0603492277509097,0,0,0,0.115748125782337,0,0,0,0,0,0,0,0.0151522664163896,0,0,0,0,0.0603492277414125,0.0492649589855812,0,0,0.144070589754252,0,0,0,0.00440462392966737,0,0,0,0.110338996644942,0,0.0031145344230493,0,0,0,0,0.152372315634955,0,0,0,0.0031145344230493,0,0,0,0,0,0.0348285379780636,0,0,0,0,0.0031145344230493,0,0.0492649589855812,0.0603492277509097,0,0,0,0,0,0,0,0,0,0,0.0492649589855812,0.699666233484672,0,0,0.104655430940451,0.0492649589855812,0.284564909122898,0,0,0,0,0.00899099302224775,0,0.587004944130208,0,0,0,0,0.0201055552452904,0,0,0,0,0.219211622318597,0.0853986631876228,0.0062290990494275,0.0603492277509097,0,0,0,0.0348285379780636,0,0,0,0,0,0,0.0352441735247727,0,0,0,0.0348285379780636,0,0,0.120919661346435,0.0348285379780636,0,5
"P4-2014-JUL",0.174943207946785,0,0,0,0,0.000842297786055193,0,0,0,0,0,0.000842297786055193,0.0417036961838207,0.0272969545049116,0,0.0157585991468832,0,0.0315211133826389,0,0,0,0,0,0,0,0.0020632010205037,0,0,0,0,0.0157585991468832,0.0223505440870618,0,0.00238237989449921,0.0272969545044056,0,0,0,0.00437672117199882,0.0630736001147321,0,0,0.0417036961838207,0.000842297786055193,0,0,0,0,0,0.0272969545049116,0,0,0,0.00303695218879858,0,0,0,0,0,0,0,0,0,0,0,0,0.0315211133826389,0.0610682161547899,0,0,0,0,0.000842297786055193,0,0,0,0,0,0,1.22792367234732,0,0,0.111657379008626,0,0.118196695191231,0,0,0,0,0,0,0.110530549704675,0,0,0,0,0,0,0,0,0,0.0386085204026588,0.0906465998859071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772747419825855,0.108242285716523,0,0,5
"P22-2014-JUL",0,0.127534142053504,0,0,0,0.00551435744356838,0,0,0,0,0,0,0.199217339060966,0.0291832311917121,0,0,0.00246608562061455,0.137315393776506,0,0,0.00779851860836039,0,0,0.00753407965650649,0,0.0218280782908659,0,0,0,0,0.165820724808879,0.00830216825852628,0,0.00246608562061455,0.264043156700082,0.0291832311917121,0.00922736906857161,0,0,0.0291832311917121,0,0,0.0826249063649672,0.0253526429303407,0.00246608562061455,0,0.0652928088162689,0,0,0.0583913537189023,0,0,0,0.0393903750167961,0,0,0,0,0,0,0,0.041277183787827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00493218623908149,0,0.0272793476917998,0.651620891877671,0,0,0.419675137352071,0,0.197011255821948,0,0,0,0,0.00636744226584706,0,0.36289153844383,0.00246608562061455,0,0,0,0,0,0,0,0,0.140398793097689,0.0412771837853396,0,0.175981470861629,0,0,0,0.203561589968168,0.116982992606701,0,0.00532737361522257,0,0,0,0,0,0,0,0,0.0412771837853396,0,0.0291832311917121,0.0291832311917121,0,5
"P8-2014-JUL",0.0272019151100497,0.0861157992080814,0,0,0,0.00702269587208275,0.00721168431863702,0,0,0,0.0272019151100497,0,0.197411340827101,0.0816864961428947,0,0.0384740644543057,0,0.181408196406853,0,0,0.00366746138407008,0.0384740644543057,0,0.0272019151100497,0,0.0529344291753322,0,0,0,0.00702269587208275,0.144422791718631,0.00721168431863702,0,0.00164013565055074,0.301236513993883,0,0.0403529353993705,0,0,0.0861157992054908,0,0,0.0471267310780926,0.00328027571316088,0,0,0.0666719787208777,0,0.00164013565055074,0.0982236705010593,0,0,0,0.00721168431863702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00702269587208275,0,0,0,0,0,0,0.00231950312107033,0.0121638660311519,0.75957393217722,0,0,0.327648703715306,0.0272019151100497,0.12792115169337,0,0,0,0,0.00702269587208275,0.00164013565055074,0.32521312017812,0,0,0,0,0,0,0,0,0,0.0272019151100497,0.156886629545174,0.00164013565055074,0.0982236704874112,0,0,0,0.121937613450828,0.0720228785063209,0,0.00702269587208275,0,0,0,0.141802616339849,0,0.00164013565055074,0,0,0.0272019151100497,0,0,0,0,5
"P4-2018-JUL",0.0713659788940279,0,0,0.0451128044159939,0,0,0,0,0.0451128044225278,0,0,0.0320677135080059,0.143098709140122,0.234291203055456,0.0142615665780634,0.0451128044225278,0,0.247460016569591,0,0,0,0,0,0,0,0.0506800255194374,0,0,0,0.0318941579194028,0.0781908182626357,0.0556619193496866,0,0.00763160109441424,0.0451128044225278,0,0,0,0.0451435735662673,0.101012778907821,0,0,0.0552610583078816,0,0.0143584819188108,0,0.0318941579194028,0,0,0.0844701209959808,0,0,0,0.0329217888693349,0,0,0,0,0.0552610583078816,0.0552610590764995,0,0.139451381456487,0,0,0,0,0.1238207539177,0.181382955207913,0,0,0,0,0.00333067760478177,0.0100842795052002,0,0,0,0,0.0451128044225278,0.73886504245675,0.0552610590764995,0,0.218002700927837,0.0451128044225278,0.156864865644405,0,0,0.0781908187994039,0.00333067760478177,0,0.00235514254306698,0.322869470836709,0,0,0,0.0552610590764995,0,0,0,0,0,0.0451128044225278,0.197864006029946,0,0.0552610583078816,0,0,0,0.0318941579194028,0.0318941579194028,0,0,0.0552610590764995,0,0,0.0100842795052002,0.0318941579194028,0.00166533650194078,0,0,0,0,0.208162815946305,0.0318941579194028,0.00725909388335872,5
"P4-2017-SEP",0.0272386759515352,0,0,0.11580831329503,0,0.0609377070278019,0.00243600240637836,0.0904525888148398,0.0721203555608116,0,0,0,0.0983568070804277,0.201498586119273,0,0.0721203555608116,0,0.0904525888110234,0,0,0,0,0,0.00994509223576554,0,0.0426951379631217,0.0385260714093565,0,0,0.0272386759515352,0.0385260714093565,0.0323228197643393,0,0.0389096174625244,0.152227023211766,0.0817971071366339,0,0,0.0265394938761974,0.122103183064586,0.00344503102835384,0,0.0544975877984924,0,0.0272386759515352,0,0.0609377070278019,0,0,0.130990224434396,0,0,0,0,0,0,0,0,0,0,0,0.122103183064586,0,0,0,0,0.144619288201056,0.0983568070804277,0,0,0,0,0,0.00703218419330644,0,0,0,0,0.0272386759515352,0.8627977406426,0.0385260714093565,0,0.195746671718882,0.0667621913625813,0.252283391976472,0,0,0.0272386759515352,0,0,0,0.239721303636199,0,0,0,0,0,0,0,0,0,0.0272386759515352,0.118996591359341,0,0.144619288205871,0,0,0,0,0,0,0,0.0471904499642965,0,0,0.0278849078063864,0,0,0,0,0,0,0.0471904499642965,0,0.00344503102835384,5
"P402-2018-APR",0.075613863427854,0,0,0.201220036555586,0,0.0560526686590449,0,0,0,0,0.14681295886328,0,0.169730441248764,0.053441575446454,0,0.125601940923542,0,0.238123292124874,0,0,0,0,0,0,0,0,0,0,0,0.0377799021347754,0.218717025000643,0.0168924705888797,0,0.00925207918924412,0.31673638094825,0.0654679009668516,0,0,0.0661923778971101,0.0845590680129722,0,0.041731452087712,0.301977167713152,0.0839352071726054,0.0168924705888797,0,0.18999560436993,0.0168924705888797,0,0.244273921511946,0,0,0,0.0363676317698167,0,0.0168924705888797,0,0,0,0,0,0.0845590670351944,0,0.10009953092708,0.0377799021347754,0,0.178101371242819,0.141800553874596,0.0206894587955188,0,0,0,0,0,0,0,0,0,0.0168924705888797,0.146812961115607,0.11972796425493,0,0.355682934900891,0.20122003489939,0.228611627855112,0,0.0377799021347754,0,0,0.076741889101182,0.038897345468416,0.306965442812908,0,0,0,0,0.0487813873020245,0,0,0,0.0608632090901492,0.0926519722371671,0.119727964957832,0.0463790461218305,0.0377799021347754,0,0,0,0,0,0.0377799021347754,0,0.0654679009586665,0,0,0.00925207918924412,0,0,0,0,0,0,0.0377799021347754,0.0377799021347754,0,4
"P38-2022-JUL",0,0,0,0.0781752596106962,0.0301163424229723,0,0,0.0484518258437145,0,0,0,0.0108301309858619,0.145814779960094,0.153763379483845,0,0,0.0216615325139825,0.10176922631757,0,0.00260126540106994,0,0,0,0,0,0.114581227491659,0,0,0,0,0.161332615840285,0,0,0,0.384568733881168,0.0970178669918166,0.00735754770300886,0,0.0631012479092473,0.303183760903928,0,0,0,0.00450553400104526,0.0108301309858619,0,0.0685480926925827,0,0,0.161332616481227,0.00780386661181484,0,0.0484518258437145,0.0130931080593487,0,0,0,0,0,0,0,0.0104052376295444,0,0.0242188032042369,0.0263173931788149,0,0.0593527515642248,0.201045458966911,0,0.0484518258437145,0,0,0,0,0,0,0,0,0.0296633053939215,0,0,0,0.410848845000928,0,0.234416916316189,0,0.0484518258437145,0,0,0,0,0.454016097983242,0,0,0,0,0.0495582287697536,0,0,0,0,0,0.161825063225748,0,0.315321029509854,0,0,0,0.161332613861317,0.0484518258437145,0.0484518258437145,0.00735754770300886,0,0,0,0.0590217072217341,0.053080474209869,0.0467433020453429,0,0,0,0,0,0,0,4
"P4-2016-JUL",0.146775001773283,0,0,0.0597412610302763,0,0.0597412610302763,0,0,0,0,0,0,0.397307916889931,0.277140133787549,0,0.0597412610302763,0,0.189946237426284,0,0.00844376580247742,0,0,0,0,0,0.0849599604470086,0,0,0,0.0845373104760519,0.0845373104760519,0.0741929800142927,0,0.0269701744703717,0,0,0,0,0.0213625965474628,0.248729787946415,0.00377613097592369,0,0,0.015872361983385,0.0274940468230459,0,0.0597412610302763,0.00534026833086677,0,0.11969708199692,0,0.0845373104760519,0.0163154354912338,0,0,0,0,0,0,0,0,0.208330430540648,0,0,0,0,0.0964219380388834,0.103598575136701,0,0,0,0,0,0.0290090118382554,0,0,0,0,0.0677065050706845,0,0,0.00377613097592369,0.248729787983135,0,0.355587578257631,0,0,0,0,0,0.0192557096518077,0.454202407382289,0,0,0,0,0,0,0.0597412610302763,0,0,0.0845373104760519,0.180169958312007,0,0.0597412610302763,0,0,0.0597412610302763,0,0,0,0,0,0,0,0.00377613097592369,0.103598575136701,0,0,0,0,0,0.283840674227844,0.103598575136701,0,4
"P402-2015-JUL",0,0,0.00486262623759204,0.0486452537511197,0,0.0688219645104106,0,0,0,0,0,0,0.0843227163408002,0.108946592642241,0,0,0,0.0486452537511197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0974060989190294,0,0,0,0,0,0,0,0.0974060989105492,0,0,0,0.0486452537511197,0,0,0.296062641998105,0,0,0.0710827676472684,0.0469945431969525,0,0,0,0,0,0,0,0.0486452537511197,0.0688219645104106,0,0,0,0.0906609619662931,0.137972632180771,0,0,0,0.375216686177256,0,0.0494500127283476,0,0,0,0,0.112534472460553,0,0,0,0.437760553755328,0,0.154381654085432,0,0.0486452537511197,0,0,0,0,0.532479461418353,0.00842238206978503,0,0,0,0,0,0.169252573684242,0,0.0843227163473205,0.0486452537511197,0.343613232626157,0.0488880679691263,0,0,0,0,0,0,0,0,0,0,0,0.0488880679691263,0,0,0,0,0,0,0.108946592642241,0.137972632174746,0,4
"P4-2021-JUL",0.0457530825457241,0,0,0.0655324869109929,0.0215151303588752,0,0,0,0,0.0457530825457241,0,0.0129367725678061,0.102450441218439,0.315407870693035,0,0.0916022945507174,0,0.160961818234252,0,0,0,0,0,0,0,0.0088570714419208,0,0,0.0233235624592599,0,0.102450441218439,0.0106039142979197,0,0,0.0938710071247332,0.0647272449575563,0,0,0.205717641358278,0.07930211293886,0,0,0,0,0,0,0.0457530825457241,0,0,0.07930211293886,0.00626285433498876,0.0457530825457241,0,0.0113196019913002,0,0,0,0,0,0,0,0.152280737426482,0,0.0102273097369048,0.003960961327582,0,0.102450440039442,0.171979153001209,0,0.244445243259399,0,0,0,0,0,0,0,0.0198060497798265,0.0329080691713328,0,0.0457530825457241,0,0.28581820014377,0.145142545673786,0.281927998202631,0,0,0,0,0.011548313990639,0,0.658487110020558,0,0,0,0.0647272449575563,0,0,0,0,0,0.0916022945507174,0.274000083954635,0,0.0647272449575563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"P38-2021-JUL",0,0,0,0.0206006446867659,0.197869488647134,0,0.00337133982370669,0,0,0,0,0.0460774874688034,0.338584108455986,0.207477218297838,0,0,0,0.179354230229577,0,0,0,0,0,0,0,0.104699497784666,0,0,0,0,0.113067156647317,0.0123106801281784,0,0,0.374276614737962,0.113067155880329,0,0,0.064262002309408,0.166849026370705,0,0,0,0,0.00674271798030781,0.0275990571697936,0,0,0,0.267790521006568,0,0,0,0.0662273724464727,0,0,0,0,0,0,0,0,0,0.0140364413186961,0.0116789071216816,0,0.0206006446867659,0.207477219577524,0,0,0,0,0,0,0.0922531678913782,0,0,0.00337133982370669,0.0239996311690491,0,0,0,0.263603650415658,0,0.196686766427502,0,0,0,0.00238389499308822,0,0.00238389499308822,0.521553717123175,0,0,0,0,0,0,0,0.0460774874688034,0,0,0.275539014523848,0.00674271798030781,0,0,0,0,0.0460774874688034,0,0,0,0.0460774874688034,0,0,0.0382012070741098,0.0460774874688034,0.0472162106415874,0.00674271798030781,0,0,0,0,0.0651865078367537,0,4
"P38-2014-JUL",0,0,0,0.0910268155561366,0,0.043923554650893,0,0,0,0,0,0,0.0910268155561366,0.174953626427818,0,0,0.0135511598137345,0.284829922669114,0,0,0,0,0,0.00958197035221775,0,0.066016553866866,0,0,0,0.0331985089728874,0.134205388154077,0.00801681476847683,0,0,0.201199501162556,0.0830765564810341,0,0,0.0357312322205406,0.117623936027998,0.00677542437196293,0,0,0,0,0,0.0643211701966876,0,0,0.233879767955177,0,0,0.00677542437196293,0.0316398116226101,0,0.00677542437196293,0,0,0,0,0,0,0,0.00677542437196293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324992658598497,0.374162943735285,0,0,0.270907317857187,0,0.227695186042091,0,0,0,0,0,0,0.720401039239412,0,0,0,0,0,0,0,0,0.10248519158938,0,0.134205388147179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00677542437196293,0,0,0,0,0.0830765564810341,0,0,4
