Date,DateCat,Year,Month,Longitude,Latitude,Station,NISKIN,Depth (m),Depth,pH,pCO2 µatm,Record No,CTDPRS_DBAR,Depth Category,CTDTMP_DEG_C_ITS90,CTD Salinity (PSU),SIGMATHETA_KG_M3,CTDOXY_MG_L_AVG,OXYGEN_UMOL_KG,"DIC
(µmol/kg)","TAlk
(µmol/kg)",PHOSPHATE umol_kg,SILICATE umol_kg,Aragonite,O2 in mg/l
9/27/15,9/1/15,2015,Sep,-122.7015,47.2758,P38,3,80,Deep,7.67266407,959.040151,33CB20150923,81.031,Deep 70-90m,13.9856,30.3353,22.589,5.6569,180.1,2026.7,2078.6,,,0.895608446,5.893
9/27/15,9/1/15,2015,Sep,-122.7015,47.276,P38,1,96,Deep,7.708864231,878.0570287,33CB20150923,96.815,Deep 70-90m,13.9157,30.3638,22.625,5.8384,185.9,2023.3,2085.5,,,0.967242881,6.082
9/23/15,9/1/15,2015,Sep,-122.5548,48.2438,P4,11,3,Surface,8.221609384,214.1035543,33CB20150923,2.816,Surf-10m,15.113,24.2882,17.71,10.8677,338.6,1588.3,1783,,,2.152659863,11.026
9/23/15,9/1/15,2015,Sep,-122.5549,48.2436,P4,9,5,5-m,8.047678038,358.3196096,33CB20150923,5.34,Surf-10m,14.3876,28.2729,20.919,9.9152,289.7,1802.9,1962,,,1.797464111,9.465
9/23/15,9/1/15,2015,Sep,-122.555,48.2434,P4,7,11,Mid,7.475572847,1541.806433,33CB20150923,10.945,Surf-10m,12.6903,29.5673,22.247,3.1183,102.1,2066.9,2059,,,0.543517262,3.339
9/23/15,9/1/15,2015,Sep,-122.555,48.2432,P4,6,21,Mid,7.455967753,1619.690608,33CB20150923,20.792,Mid 20-30m,12.2456,30.0149,22.676,2.7142,87.8,2090.6,2076.8,,,0.520312319,2.8745
9/23/15,9/1/15,2015,Sep,-122.555,48.2431,P4,5,31,Mid,7.520749152,1390.891205,33CB20150923,30.825,Mid 20-30m,12.4022,30.2151,22.802,3.0785,102.9,2082,2086.6,,,0.60877505,3.368
9/23/15,9/1/15,2015,Sep,-122.5549,48.2429,P4,3,51,Mid,7.510264514,1426.42836,33CB20150923,50.956,Mid 40-60m,12.6145,30.4416,22.938,3.3199,103.7,2088.1,2091.3,,,0.603047319,3.3955
9/23/15,9/1/15,2015,Sep,-122.5548,48.2426,P4,1,73,Deep,7.476987095,1545.202667,33CB20150923,73.228,Mid 70-90m,12.6068,30.4733,22.964,2.888,90.2,2102,2096.6,,,0.560833057,2.953
9/25/15,9/1/15,2015,Sep,-123.0256,47.3551,P402,12,3,Surface,7.715986772,853.3386325,33CB20150923,2.715,Surf-10m,15.3499,27.0494,19.781,8.2046,224,1921.7,1978.8,,,0.925204322,7.31
9/25/15,9/1/15,2015,Sep,-123.0254,47.3551,P402,9,6,5-m,7.487320671,1506.707804,33CB20150923,5.773,Surf-10m,12.8483,29.5003,22.166,4.5291,119,2070.3,2065.8,,,0.562641026,3.891
9/25/15,9/1/15,2015,Sep,-123.0252,47.3552,P402,7,11,Mid,7.40361957,1836.066045,33CB20150923,10.945,Surf-10m,11.9707,30.2272,22.891,2.4155,83.5,2110.2,2081.2,,,0.461819981,2.732
9/25/15,9/1/15,2015,Sep,-123.025,47.3554,P402,5,21,Deep,7.420238584,1765.524822,33CB20150923,20.858,Mid 20-30m,12.0207,30.412,23.025,2.7535,88.9,2109.7,2085.9,,,0.482682994,2.91
9/25/15,9/1/15,2015,Sep,-123.0248,47.3555,P402,3,31,Deep,7.480958339,1533.491782,33CB20150923,30.838,Mid 20-30m,12.0292,30.4421,23.047,2.7833,87,2104.7,2097.8,,,0.555145875,2.848
9/25/15,9/1/15,2015,Sep,-123.0245,47.3556,P402,1,47,Deep,7.460351052,1603.702538,33CB20150923,47.606,Mid 40-60m,12.0377,30.4528,23.054,2.7113,86.2,2104,2091.8,,,0.528338428,2.823
9/24/15,9/1/15,2015,Sep,-122.6098,47.9004,P8,12,3,Surface,7.786573054,731.2974108,33CB20150923,3.249,Surf-10m,13.1689,30.4455,22.835,7.0107,218.2,2012.9,2093.9,,,1.124725247,7.141
9/24/15,9/1/15,2015,Sep,-122.6096,47.9001,P8,10,6,5-m,7.770249999,760.1597308,33CB20150923,5.836,Surf-10m,13.1267,30.448,22.845,6.9877,219.2,2014.7,2090.5,,,1.082968734,7.174
9/24/15,9/1/15,2015,Sep,-122.6094,47.8997,P8,9,11,Mid,7.724021877,848.1706733,33CB20150923,10.758,Surf-10m,13.0357,30.4717,22.881,6.8525,243.8,2019.8,2081.8,,,0.974246924,7.98
9/24/15,9/1/15,2015,Sep,-122.6093,47.8994,P8,8,21,Mid,7.694827746,907.4270444,33CB20150923,21.52,Mid 20-30m,12.979,30.5119,22.923,6.7389,235.6,2022.1,2075.8,,,0.910456243,7.712
9/24/15,9/1/15,2015,Sep,-122.609,47.899,P8,7,31,Mid,7.798081875,713.5193977,33CB20150923,30.96,Mid 20-30m,12.761,30.6857,23.099,6.4001,223.1,2031.3,2115.7,,,1.148583618,7.303
9/24/15,9/1/15,2015,Sep,-122.6087,47.8985,P8,6,52,Mid,7.746576759,807.6608918,33CB20150923,52.601,Mid 40-60m,12.5983,30.8076,23.225,6.2085,193,2045.4,2114.3,,,1.023308502,6.32
9/24/15,9/1/15,2015,Sep,-122.6082,47.8977,P8,4,80,Deep,7.806176779,684.9574872,33CB20150923,80.73,Deep 70-90m,11.8784,31.2355,23.69,5.6509,214.1,2014.4,2099.5,,,1.126838934,7.014
9/24/15,9/1/15,2015,Sep,-122.6077,47.8972,P8,3,108,Deep,7.726928552,845.9144629,33CB20150923,109.028,Deep 100-120m,11.75,31.3083,23.77,5.5257,190.3,2074.5,2136.8,,,0.963777111,6.234
9/24/15,9/1/15,2015,Sep,-122.6074,47.8963,P8,1,125,Deep,7.715213109,868.589008,33CB20150923,125.999,Deep 100-120m,11.7659,31.3014,23.761,5.5279,171.9,2076,2135.1,,,0.938024426,5.631
11/18/15,11/1/15,2015,Nov,-123.0171,48.2721,P22,15,2,Surface,7.773758492,747.6674344,3.2502E+11,2.201,Surf-10m,10.0814,31.1643,23.946,7.31647,235.9,2044,2110.5,,,0.994428649,7.73
11/18/15,11/1/15,2015,Nov,-123.0171,48.2721,P22,14,6,5-m,7.8183008,672.5831039,3.2502E+11,5.561,Surf-10m,10.0807,31.166,23.947,7.30093,236.4,2041.8,2121.7,,,1.098258179,7.745
11/18/15,11/1/15,2015,Nov,-123.0171,48.2721,P22,11,10,Mid,7.797712023,707.4185413,3.2502E+11,10.495,Surf-10m,10.0587,31.2052,23.981,7.14909,229.5,2048,2121.9,,,1.050949547,7.518
11/18/15,11/1/15,2015,Nov,-123.0171,48.2721,P22,9,20,Mid,7.778886046,741.2639377,3.2502E+11,20.37,Mid 20-30m,10.0191,31.2668,24.036,7.00659,225.7,2056.7,2125.3,,,1.010055666,7.395
11/18/15,11/1/15,2015,Nov,-123.0171,48.2721,P22,7,30,Mid,7.749366843,795.6156797,3.2502E+11,30.31,Mid 20-30m,10.0196,31.3424,24.095,6.70409,215.2,2063.3,2123.7,,,0.948210367,7.051
11/18/15,11/1/15,2015,Nov,-123.0172,48.272,P22,4,51,Mid,7.692671529,920.2932057,3.2502E+11,51.462,Mid 40-60m,9.6061,31.8703,24.573,5.45113,177.4,2107.5,2152.4,,,0.844405773,5.8155
11/18/15,11/1/15,2015,Nov,-123.0172,48.272,P22,5,51,Mid,,,3.2502E+11,51.632,Mid 40-60m,9.6049,31.8713,24.574,5.43867,177,,,,,,5.803
11/18/15,11/1/15,2015,Nov,-123.0171,48.2721,P22,1,86,Deep,7.693215987,920.8646785,3.2502E+11,86.814,Deep 70-90m,9.2903,32.2317,24.906,5.01812,163.3,2127.2,2172.6,,,0.845648275,5.3545
11/18/15,11/1/15,2015,Nov,-123.0171,48.2721,P22,2,86,Deep,,,3.2502E+11,86.84,Deep 70-90m,9.2794,32.2462,24.919,5.02555,165.6,,,,,,5.4315
11/16/15,11/1/15,2015,Nov,-122.4537,47.7038,P28,19,2,Surface,7.722226485,785.3859461,3.2502E+11,2.126,Surf-10m,11.1508,27.041,20.562,7.38769,239.3,1844.5,1886.3,,,0.757059631,7.816
11/16/15,11/1/15,2015,Nov,-122.4537,47.7038,P28,17,6,5-m,,,3.2502E+11,5.638,Surf-10m,11.4958,28.1511,21.365,7.13094,223.9,,,,,,7.316
11/16/15,11/1/15,2015,Nov,-122.4537,47.7038,P28,15,11,Mid,,,3.2502E+11,10.64,Surf-10m,11.9909,29.9174,22.647,6.34347,208.4,,,,,,6.819
11/16/15,11/1/15,2015,Nov,-122.4537,47.7038,P28,13,21,Mid,7.689131863,917.6077084,3.2502E+11,20.683,Mid 20-30m,12.1225,30.1534,22.806,6.34524,221.7,2025.2,2073.4,,,0.862292447,7.254
11/16/15,11/1/15,2015,Nov,-122.4537,47.7038,P28,11,31,Mid,,,3.2502E+11,31.539,Mid 20-30m,12.2164,30.367,22.954,6.04542,197.8,,,,,,6.474
11/16/15,11/1/15,2015,Nov,-122.4537,47.7038,P28,9,51,Mid,7.642381782,1031.008691,3.2502E+11,51.52,Mid 40-60m,12.2429,30.5156,23.065,5.84302,189.9,2050.5,2087.9,,,0.792361044,6.217
11/16/15,11/1/15,2015,Nov,-122.4537,47.7038,P28,7,81,Deep,,,3.2502E+11,81.424,Deep 70-90m,12.0538,30.5924,23.159,5.73396,187.5,,,,,,6.138
11/16/15,11/1/15,2015,Nov,-122.4537,47.7038,P28,5,110,Deep,7.610656414,1100.912775,3.2502E+11,111.337,Deep 100-120m,11.9082,30.6225,23.209,5.67456,186.4,2053.1,2081.5,,,0.724954579,6.103
11/16/15,11/1/15,2015,Nov,-122.4537,47.7038,P28,3,150,Deep,,,3.2502E+11,151.293,Deep 140-180m,11.8608,30.6975,23.276,5.5074,179.4,,,,,,5.874
11/16/15,11/1/15,2015,Nov,-122.4537,47.7038,P28,1,185,Deep,7.586951677,1160.509761,3.2502E+11,186.243,Deep 140-180m,11.9225,30.7639,23.316,5.3765,179,2066.1,2089.4,,,0.68829222,5.862
11/17/15,11/1/15,2015,Nov,-122.5555,48.2374,P4,13,2,Surface,7.663345538,809.7125663,3.2502E+11,1.937,Surf-10m,9.8994,19.7904,15.12,7.79955,250.5,1572.4,1578.1,,,0.435334262,8.138
11/17/15,11/1/15,2015,Nov,-122.5555,48.2374,P4,11,5,5-m,,,3.2502E+11,5.159,Surf-10m,10.5587,22.8974,17.439,7.4998,242.1,,,,,,7.883
11/17/15,11/1/15,2015,Nov,-122.5555,48.2374,P4,9,10,Mid,,,3.2502E+11,10.395,Surf-10m,10.9008,24.343,18.509,7.00766,223.6,,,,,,7.286
11/17/15,11/1/15,2015,Nov,-122.5555,48.2374,P4,7,20,Mid,,,3.2502E+11,20.467,Mid 20-30m,11.6848,27.1806,20.58,5.58188,173.9,,,,,,5.678
11/17/15,11/1/15,2015,Nov,-122.5555,48.2374,P4,5,30,Mid,,,3.2502E+11,30.46,Mid 20-30m,12.6301,30.4082,22.909,3.97045,127.9,,,,,,4.185
11/17/15,11/1/15,2015,Nov,-122.5555,48.2374,P4,3,50,Mid,7.55953929,1269.994183,3.2502E+11,50.6,Mid 40-60m,12.6572,30.539,23.006,3.76576,127.4,2081.2,2098.1,,,0.676457344,4.17
11/17/15,11/1/15,2015,Nov,-122.5555,48.2374,P4,1,60,Deep,7.540360347,1326.367862,3.2502E+11,60.497,Mid 40-60m,12.6608,30.5833,23.039,3.62409,122.3,2082.6,2094.6,,,0.647647216,4.002
4/7/16,4/1/16,2016,Apr,-123.1073,47.4195,P12,12,2,Surface,8.272252362,185.2770743,33CB20160405,2.172,Surf-10m,12.1883,23.9062,17.959,11.8184,373.2,1571.4,1764.4,,,2.09322708,12.1565
4/7/16,4/1/16,2016,Apr,-123.107,47.4199,P12,9,5,5-m,8.312327075,169.0934631,33CB20160405,5.036,Surf-10m,11.0505,25.6833,19.525,12.6647,416.4,1622.1,1841.7,,,2.351145872,13.585
4/7/16,4/1/16,2016,Apr,-123.1069,47.4204,P12,7,11,Mid,8.19017372,238.7794939,33CB20160405,10.625,Surf-10m,10.7634,26.3488,20.088,12.1459,397.3,1705.6,1880.8,,,1.91547256,12.967
4/7/16,4/1/16,2016,Apr,-123.107,47.4208,P12,6,20,Mid,7.591912547,1111.609379,33CB20160405,20.203,Mid 20-30m,9.9401,28.5217,21.909,5.6028,180,1972.7,1982.8,,,0.590791606,5.887
4/7/16,4/1/16,2016,Apr,-123.107,47.4212,P12,5,31,Mid,7.622921827,1035.04633,33CB20160405,31.244,Mid 20-30m,9.7946,28.8146,22.16,5.7972,185.7,1979.9,1998.1,,,0.636980828,6.0745
4/7/16,4/1/16,2016,Apr,-123.107,47.4217,P12,4,50,Mid,7.469287185,1518.913727,33CB20160405,50.228,Mid 40-60m,10.5335,29.2845,22.407,4.1105,129.3,2045.1,2028,,,0.479126632,4.231
4/7/16,4/1/16,2016,Apr,-123.1069,47.4225,P12,3,81,Deep,7.452262573,1598.696349,33CB20160405,81.583,Deep 70-90m,10.9601,29.7017,22.66,3.441,110.3,2075.5,2056.3,,,0.478885797,3.6085
4/7/16,4/1/16,2016,Apr,-123.1067,47.4232,P12,1,116,Deep,7.347847688,2084.54125,33CB20160405,116.672,Deep 100-120m,11.6846,30.3499,23.038,1.9318,64.6,2142.2,2097.5,,,0.403073778,2.114
4/6/16,4/1/16,2016,Apr,-123.0287,48.277,P22,12,2,Surface,7.893092468,540.0206673,33CB20160405,1.938,Surf-10m,9.7557,29.3558,22.588,8.5095,266.7,1938.9,2030.5,,,1.170291794,8.728
4/6/16,4/1/16,2016,Apr,-123.0282,48.2766,P22,9,5,5-m,7.91355989,513.1392092,33CB20160405,4.783,Surf-10m,9.7361,29.3536,22.589,8.5021,269.4,1934.6,2032.8,,,1.221052967,8.814
4/6/16,4/1/16,2016,Apr,-123.0277,48.2764,P22,7,10,Mid,,,33CB20160405,10.46,Surf-10m,9.7061,29.3803,22.614,8.4609,283.5,,,,,,9.275
4/6/16,4/1/16,2016,Apr,-123.0277,48.2764,P22,8,10,Mid,7.898025996,533.0852618,33CB20160405,10.421,Surf-10m,9.7065,29.3826,22.616,8.4617,268.3,1939.1,2032.6,,,1.180739796,8.7805
4/6/16,4/1/16,2016,Apr,-123.0271,48.2761,P22,5,20,Mid,7.891206291,542.7395838,33CB20160405,20.554,Mid 20-30m,9.6483,29.4473,22.676,8.3985,265.2,1946.2,2037.9,,,1.164821936,8.6795
4/6/16,4/1/16,2016,Apr,-123.0264,48.2758,P22,4,30,Mid,7.894845485,537.6690529,33CB20160405,30.599,Mid 20-30m,9.6036,29.5253,22.743,8.3384,267.7,1948.2,2041.3,,,1.17429061,8.7625
4/6/16,4/1/16,2016,Apr,-123.0257,48.2755,P22,3,51,Mid,7.880066282,559.6947228,33CB20160405,51.269,Mid 40-60m,9.5688,29.8404,22.995,8.0825,255.7,1966.8,2057.1,,,1.150940413,8.369
4/6/16,4/1/16,2016,Apr,-123.0251,48.2751,P22,2,81,Deep,7.843996096,619.7826358,33CB20160405,81.438,Deep 70-90m,9.3056,30.9574,23.908,7.0615,228.2,2022.6,2106.5,,,1.103317033,7.475
4/6/16,4/1/16,2016,Apr,-123.024,48.2751,P22,1,120,Deep,7.797599363,711.084333,33CB20160405,121.03,Deep 100-120m,8.8528,32.4996,25.184,5.6299,179.7,2111.2,2186.5,,,1.047344788,5.895
4/5/16,4/1/16,2016,Apr,-122.452,47.7087,P28,12,2,Surface,8.114617518,297.0571101,33CB20160405,2.466,Surf-10m,10.3891,27.0845,20.719,10.9744,342.7,1777.3,1929.9,,,1.701676316,11.192
4/5/16,4/1/16,2016,Apr,-122.4524,47.7081,P28,10,5,5-m,8.105900437,304.1721815,33CB20160405,5.175,Surf-10m,10.3478,27.1618,20.786,10.8935,339.5,1783.8,1934.1,,,1.675668561,11.09
4/5/16,4/1/16,2016,Apr,-122.4526,47.7075,P28,9,10,Mid,7.970668971,433.5773452,33CB20160405,10.149,Surf-10m,10.0387,27.8356,21.359,9.7172,309.7,1850.9,1959.3,,,1.295240778,10.12
4/5/16,4/1/16,2016,Apr,-122.4529,47.7068,P28,8,21,Mid,7.805290465,655.5396392,33CB20160405,20.988,Mid 20-30m,9.5021,28.2299,21.748,8.1542,265.3,1908.2,1969.9,,,0.908765831,8.673
4/5/16,4/1/16,2016,Apr,-122.4531,47.7062,P28,7,31,Mid,7.719044702,811.7624233,33CB20160405,30.993,Mid 20-30m,9.4299,28.3448,21.849,7.9382,252.3,1937.7,1977.4,,,0.757257861,8.25
4/5/16,4/1/16,2016,Apr,-122.4533,47.7055,P28,6,50,Mid,7.740772808,769.7310052,33CB20160405,50.653,Mid 40-60m,9.3141,28.5804,22.05,7.6538,242.2,1940.7,1986.6,,,0.796147907,7.921
4/5/16,4/1/16,2016,Apr,-122.4536,47.7047,P28,5,80,Deep,7.770589895,716.5179836,33CB20160405,80.353,Deep 70-90m,9.3074,28.7852,22.211,7.6557,243.3,1944.8,1999.4,,,0.855221299,7.957
4/5/16,4/1/16,2016,Apr,-122.454,47.7036,P28,4,110,Deep,7.782823614,694.1401983,33CB20160405,110.624,Deep 100-120m,9.3905,28.9039,22.291,7.8091,245.3,1945,2003.8,,,0.882117618,8.025
4/5/16,4/1/16,2016,Apr,-122.4538,47.703,P28,3,150,Deep,7.789081605,683.2465596,33CB20160405,151.473,Deep 140-180m,9.4266,29.0932,22.433,7.7579,245.3,1952.7,2014.5,,,0.899766855,8.024
4/5/16,4/1/16,2016,Apr,-122.4536,47.7035,P28,1,187,Deep,7.803517706,657.9394549,33CB20160405,188.95,Deep 140-180m,9.4973,29.1783,22.489,7.8382,248.8,1952.6,2019.3,,,0.93054882,8.141
4/5/16,4/1/16,2016,Apr,-122.4537,47.7035,P28,2,187,Deep,,,33CB20160405,188.938,Deep 140-180m,9.4963,29.1789,22.49,7.8393,252.2,,,,,,8.251
4/9/16,4/1/16,2016,Apr,-122.7098,47.277,P38,12,2,Surface,8.315891469,173.7555126,33CB20160405,1.995,Surf-10m,13.4933,27.255,20.309,13.6336,399.6,1691.9,1952.2,,,2.815417118,13.0455
4/9/16,4/1/16,2016,Apr,-122.7096,47.277,P38,9,5,5-m,7.992489256,410.8495434,33CB20160405,5.321,Surf-10m,10.1368,27.7476,21.275,10.0026,324.8,1844.4,1959.9,,,1.357912855,10.616
4/9/16,4/1/16,2016,Apr,-122.7095,47.277,P38,8,10,Mid,7.891126111,529.3789607,33CB20160405,10.186,Surf-10m,9.8399,27.7816,21.347,8.7421,294.1,1873.1,1957.4,,,1.087097252,9.611
4/9/16,4/1/16,2016,Apr,-122.7093,47.277,P38,6,21,Mid,7.797122218,667.8175887,33CB20160405,20.632,Mid 20-30m,9.6629,27.8512,21.429,8.245,262.5,1900.3,1959.1,,,0.886052714,8.5795
4/9/16,4/1/16,2016,Apr,-122.7092,47.2769,P38,5,30,Mid,7.778949501,698.2560453,33CB20160405,30.435,Mid 20-30m,9.5442,27.8636,21.456,7.8931,250.1,1908.1,1962.1,,,0.848920912,8.1755
4/9/16,4/1/16,2016,Apr,-122.709,47.277,P38,4,50,Mid,7.733688315,777.390718,33CB20160405,50.554,Mid 40-60m,9.4944,27.9886,21.561,7.5606,240.1,1918.4,1961.3,,,0.768973483,7.8475
4/9/16,4/1/16,2016,Apr,-122.7089,47.2769,P38,3,80,Deep,7.756326,735.1725781,33CB20160405,80.572,Deep 70-90m,9.5536,28.0346,21.588,7.7535,244.7,1917.9,1967.2,,,0.809887202,8
4/9/16,4/1/16,2016,Apr,-122.7088,47.2769,P38,1,91,Deep,7.753814029,739.5726742,33CB20160405,92.093,Deep 70-90m,9.5703,28.0496,21.597,7.7725,247.7,1920.4,1969.3,,,0.806191348,8.0975
4/5/16,4/1/16,2016,Apr,-122.5543,48.2447,P4,12,2,Surface,8.354053846,142.3427838,33CB20160405,2.186,Surf-10m,11.6252,21.4545,16.156,11.8019,396.5,1443.3,1636.7,,,2.093903337,12.893
4/5/16,4/1/16,2016,Apr,-122.5542,48.2445,P4,9,5,5-m,8.339377434,148.7593441,33CB20160405,5.038,Surf-10m,11.6323,21.6384,16.297,11.7961,375.6,1457.6,1648,,,2.060664002,12.2125
4/5/16,4/1/16,2016,Apr,-122.5542,48.2444,P4,7,11,Mid,7.818877268,620.4595166,33CB20160405,10.814,Surf-10m,9.9174,27.0499,20.766,7.5794,245.7,1842.3,1903.5,,,0.894819975,8.026
4/5/16,4/1/16,2016,Apr,-122.5541,48.2442,P4,5,21,Mid,7.668853541,914.4473335,33CB20160405,20.696,Mid 20-30m,9.4294,28.2083,21.742,7.1142,223.3,1940.1,1966.9,,,0.674168758,7.299
4/5/16,4/1/16,2016,Apr,-122.5541,48.2441,P4,3,30,Mid,7.686808032,877.5870194,33CB20160405,30.688,Mid 20-30m,9.4158,28.3562,21.86,7.0371,225.3,1944.6,1976.4,,,0.705625051,7.3655
4/5/16,4/1/16,2016,Apr,-122.554,48.2439,P4,2,51,Mid,7.653935994,951.0213967,33CB20160405,50.862,Mid 40-60m,9.49,28.4862,21.95,6.6608,215.2,1958.1,1982.6,,,0.661521634,7.037
4/5/16,4/1/16,2016,Apr,-122.5538,48.2436,P4,1,82,Deep,7.569339063,1171.406204,33CB20160405,82.466,Deep 70-90m,9.6895,28.7091,22.094,5.6186,179,1992.8,1997.9,,,0.559436874,5.8535
4/7/16,4/1/16,2016,Apr,-123.0215,47.3579,P402,12,2,Surface,8.11630821,236.5368213,33CB20160405,2.028,Surf-10m,12.1447,21.8258,16.359,11.8528,353.8,1339,1451.1,,,1.203106025,11.508
4/7/16,4/1/16,2016,Apr,-123.0217,47.3579,P402,9,5,5-m,8.29689934,176.1919657,33CB20160405,4.897,Surf-10m,11.3443,24.9415,18.902,12.9945,410.3,1612.3,1821.2,,,2.246757049,13.378
4/7/16,4/1/16,2016,Apr,-123.0219,47.3578,P402,8,10,Mid,7.976887701,424.7152147,33CB20160405,10.198,Surf-10m,10.6351,27.0742,20.672,9.8821,278.6,1823.3,1932.1,,,1.300803771,9.1
4/7/16,4/1/16,2016,Apr,-123.0222,47.3577,P402,5,21,Deep,7.464138445,1532.102878,33CB20160405,20.617,Mid 20-30m,10.5386,28.813,22.04,4.0319,130.9,2027.6,2008,,,0.465515717,4.282
4/7/16,4/1/16,2016,Apr,-123.0224,47.3576,P402,3,30,Deep,7.386284944,1860.014912,33CB20160405,30.626,Mid 20-30m,10.729,29.0949,22.228,2.8392,93.3,2068.2,2028.6,,,0.400795123,3.052
4/7/16,4/1/16,2016,Apr,-123.0228,47.3574,P402,1,49,Deep,7.354725164,2004.305379,33CB20160405,49.124,Mid 40-60m,10.7874,29.2382,22.329,2.6355,86.7,2081.2,2033.2,,,0.375796327,2.838
4/6/16,4/1/16,2016,Apr,-122.6033,47.8963,P8,12,2,Surface,8.169742152,257.5088323,33CB20160405,1.767,Surf-10m,10.8771,27.2483,20.768,11.7941,355.2,1760.3,1937.6,,,1.943862985,11.602
4/6/16,4/1/16,2016,Apr,-122.6035,47.8963,P8,10,5,5-m,8.08194376,325.942838,33CB20160405,5.318,Surf-10m,10.2912,27.9019,21.371,10.0699,319.5,1814.7,1961.2,,,1.643001214,10.443
4/6/16,4/1/16,2016,Apr,-122.6036,47.8964,P8,9,10,Mid,8.046139557,358.3514778,33CB20160405,10.307,Surf-10m,10.1912,28.0792,21.524,9.6589,310.2,1834.4,1969.3,,,1.534963065,10.138
4/6/16,4/1/16,2016,Apr,-122.6038,47.8965,P8,8,20,Mid,7.986310685,420.2474852,33CB20160405,20.38,Mid 20-30m,9.994,28.4127,21.815,9.2176,290,1872.3,1989,,,1.371342797,9.482
4/6/16,4/1/16,2016,Apr,-122.6039,47.8965,P8,6,30,Mid,7.924574019,492.5627928,33CB20160405,30.253,Mid 20-30m,9.8195,28.7633,22.116,8.6642,279.7,1903.1,2002,,,1.215165612,9.147
4/6/16,4/1/16,2016,Apr,-122.6041,47.8966,P8,5,50,Mid,7.882849014,547.5669912,33CB20160405,50.272,Mid 40-60m,9.7267,29.012,22.324,8.3402,264.7,1925,2012.6,,,1.119426423,8.659
4/6/16,4/1/16,2016,Apr,-122.6044,47.8967,P8,4,81,Deep,7.864122423,573.54534,33CB20160405,81.34,Deep 70-90m,9.6698,29.1913,22.473,8.1089,281.8,1938.4,2021.6,,,1.079228194,9.219
4/6/16,4/1/16,2016,Apr,-122.6046,47.8967,P8,3,111,Deep,7.85266995,589.1923796,33CB20160405,111.436,Deep 100-120m,9.661,29.2215,22.498,8.0094,255.8,1944.9,2025.3,,,1.052301707,8.37
4/6/16,4/1/16,2016,Apr,-122.6047,47.8967,P8,1,128,Deep,7.8443322,599.7941873,33CB20160405,128.96,Deep 100-120m,9.6469,29.2644,22.533,7.932,252.7,1945.7,2023.9,,,1.031666989,8.27
7/23/16,7/1/16,2016,Jul,-123.1068,47.4262,P12,12,2,Surface,8.090468479,321.7744392,33CB20160707,1.931,Surf-10m,17.7486,27.4263,19.541,9.5948,307.1,1758.6,1950,,,2.154888388,10.0175
7/23/16,7/1/16,2016,Jul,-123.1068,47.4262,P12,9,6,5-m,7.960257526,461.6820799,33CB20160707,5.996,Surf-10m,17.3158,27.548,19.734,9.3389,278.9,1842.9,1984.5,,,1.678105841,9.0995
7/23/16,7/1/16,2016,Jul,-123.1068,47.4262,P12,7,11,Mid,7.330188691,2205.861508,33CB20160707,11.154,Surf-10m,15.2479,28.1572,20.653,8.637,,2074.2,2031.6,,,0.417364639,
7/23/16,7/1/16,2016,Jul,-123.1068,47.4262,P12,6,21,Mid,7.25132705,2579.978721,33CB20160707,21.203,Mid 20-30m,10.9193,29.4643,22.483,1.2628,38.1,2124.4,2044.6,,,0.303816073,1.248
7/23/16,7/1/16,2016,Jul,-123.1068,47.4263,P12,5,31,Mid,7.258713277,2534.456558,33CB20160707,30.972,Mid 20-30m,10.8564,29.6484,22.637,1.119,36.4,2126.2,2049,,,0.309755117,1.1915
7/23/16,7/1/16,2016,Jul,-123.1068,47.4263,P12,4,51,Mid,7.357609276,2008.693569,33CB20160707,50.944,Mid 40-60m,10.9937,29.866,22.782,2.0785,63.9,2102.8,2057.2,,,0.391364384,2.092
7/23/16,7/1/16,2016,Jul,-123.1069,47.4263,P12,3,80,Deep,7.339953517,2104.036759,33CB20160707,81.025,Deep 70-90m,11.1357,29.9853,22.851,1.8705,58.2,2122.6,2073,,,0.38107108,1.9055
7/23/16,7/1/16,2016,Jul,-123.1069,47.4263,P12,1,114,Deep,7.333750215,2131.738269,33CB20160707,114.72,Deep 100-120m,11.2001,30.0476,22.888,1.8711,62,2127.6,2076.9,,,0.376726743,2.0295
7/22/16,7/1/16,2016,Jul,-123.0172,48.2701,P22,12,3,Surface,7.837319053,641.1556179,33CB20160707,2.651,Surf-10m,11.3139,30.632,23.322,6.7414,212.5,2013.5,2102.4,,,1.174865702,6.9595
7/22/16,7/1/16,2016,Jul,-123.0173,48.2702,P22,9,6,5-m,7.813598669,677.962754,33CB20160707,6.436,Surf-10m,11.1661,30.6159,23.336,6.5046,207.6,2015.9,2096.8,,,1.10767084,6.798
7/22/16,7/1/16,2016,Jul,-123.0174,48.2703,P22,8,11,Mid,7.793773064,711.2922987,33CB20160707,11.328,Surf-10m,10.9338,30.6063,23.368,6.284,199.1,2022.7,2096.8,,,1.052076369,6.5185
7/22/16,7/1/16,2016,Jul,-123.0175,48.2704,P22,5,20,Mid,7.787992992,720.7969442,33CB20160707,19.736,Mid 20-30m,10.7904,30.6554,23.431,6.0715,194.3,2026.3,2098.4,,,1.034450684,6.363
