x	MP_1804_P12_Ob	MP_1804_P12_VeA	MP_1804_P12_Ve	MP_1804_P22_ObB	MP_1804_P22_VeA	MP_1804_P22_Ve	MP_1804_P28_ObA	MP_1804_P28_ObB	MP_1804_P28_VeA	MP_1804_P28_Ve	MP_1804_P38_Ob	MP_1804_P38_Ve	MP_1804_P402_ObB	MP_1804_P402_Ve	MP_1804_P4_ObA	MP_1804_P4_ObB	MP_1804_P4_VeA	MP_1804_P4_Ve	MP_1804_P8_Ob	MP_1804_P8_VeA	MP_1804_P8_Ve	MP_1806_CA042_1B	MP_1806_CA042_2B	MP_1806_CA042_3B	MP_1807_P12_ObA	MP_1807_P12_VeA	MP_1807_P12_Ve	MP_1807_P22_Ve	MP_1807_P28_ObA	MP_1807_P28_ObB	MP_1807_P28_VeA	MP_1807_P28_Ve	MP_1807_P38_VeB	MP_1807_P38_Ve	MP_1807_P402_ObB	MP_1807_P402_Ob	MP_1807_P402_Ve	MP_1807_P4_ObB	MP_1807_P4_VeA	MP_1807_P4_Ve	MP_1807_P8_ObB	MP_1807_P8_Ob	MP_1807_P8_Ve	MP_1809_P12_Ob	MP_1809_P12_Ve	MP_1809_P22_Ob	MP_1809_P22_Ve	MP_1809_P28_Ob	MP_1809_P28_Ve	MP_1809_P38_Ob	MP_1809_P38_Ve	MP_1809_P402_Ob	MP_1809_P402_Ve	MP_1809_P4_Ob	MP_1809_P4_Ve	MP_1809_P8_Ob	MP_1809_P8_Ve	MP_1904_P12_Ob	MP_1904_P12_Ve	MP_1904_P22_ObA	MP_1904_P22_ObB	MP_1904_P22_VeA	MP_1904_P22_VeB	MP_1904_P22_Ve	MP_1904_P28_Ve	MP_1904_P38_Ob	MP_1904_P38_VeA	MP_1904_P38_VeB	MP_1904_P38_Ve	MP_1904_P402_Ob	MP_1904_P402_Ve	MP_1904_P4_Ob	MP_1904_P4_VeB	MP_1904_P4_Ve	MP_1904_P8_Ob	MP_1904_P8_Ve	MP_1907_P12_ObB	MP_1907_P12_VeA	MP_1907_P12_Ve	MP_1907_P22_ObA	MP_1907_P22_ObB	MP_1907_P22_VeA	MP_1907_P22_Ve	MP_1907_P28_ObA	MP_1907_P28_VeA	MP_1907_P28_Ve	MP_1907_P38_ObA	MP_1907_P38_Ob	MP_1907_P38_VeA	MP_1907_P38_Ve	MP_1907_P402_ObB	MP_1907_P402_VeA	MP_1907_P402_Ve	MP_1907_P4_ObB	MP_1907_P4_Ve	MP_1907_P8_ObA	MP_1907_P8_Ob	MP_1907_P8_VeA	MP_1907_P8_Ve	MP_1909_CA042_1B	MP_1909_CA042_2B	MP_1909_CA042_3B	MP_1909_P12_ObA	MP_1909_P12_ObB	MP_1909_P12_VeA	MP_1909_P12_VeB	MP_1909_P12_Ve	MP_1909_P22_ObA	MP_1909_P22_ObB	MP_1909_P22_Ob	MP_1909_P22_VeA	MP_1909_P22_VeB	MP_1909_P28_ObA	MP_1909_P28_ObB	MP_1909_P28_VeA	MP_1909_P28_VeB	MP_1909_P28_Ve	MP_1909_P38_ObA	MP_1909_P38_ObB	MP_1909_P38_Ob	MP_1909_P38_VeA	MP_1909_P38_VeB	MP_1909_P38_Ve	MP_1909_P402_VeB	MP_1909_P402_Ve	MP_1909_P4_VeA	MP_1909_P4_VeB	MP_1909_P4_Ve	MP_1909_P8_ObA	MP_1909_P8_ObB	MP_1909_P8_Ob	MP_1909_P8_VeA	MP_1909_P8_VeB	MP_1909_P8_Ve	MP_2007_P12_ObA	MP_2007_P12_ObB	MP_2007_P12_VeA	MP_2007_P12_VeB	MP_2007_P22_ObB	MP_2007_P22_VeA	MP_2007_P28_ObA	MP_2007_P28_ObB	MP_2007_P28_VeA	MP_2007_P38_ObA	MP_2007_P38_ObB	MP_2007_P38_VeA	MP_2007_P38_VeB	MP_2007_P402_ObB	MP_2007_P402_VeB	MP_2007_P4_ObB	MP_2007_P4_VeB	MP_2007_P8_ObA	MP_2007_P8_ObB	MP_2007_P8_VeA	MP_2007_P8_VeB	MP_2009_P12_ObA	MP_2009_P12_VeA	MP_2009_P12_VeB	MP_2009_P22_ObB	MP_2009_P22_VeB	MP_2009_P28_ObA	MP_2009_P28_ObB	MP_2009_P28_VeA	MP_2009_P28_VeB	MP_2009_P38_ObB	MP_2009_P38_VeA	MP_2009_P38_VeB	MP_2009_P402_ObB	MP_2009_P402_VeA	MP_2009_P402_VeB	MP_2009_P4_ObB	MP_2009_P4_VeB	MP_2009_P8_ObB	MP_2009_P8_VeB	MP_2010_P105_ObA	MP_2010_P105_ObB	MP_2010_P105_VeA	MP_2010_P105_VeB	MP_2010_P123_ObA	MP_2010_P123_ObB	MP_2010_P123_VeA	MP_2010_P123_VeB	MP_2010_P132_ObB	MP_2010_P132_VeA	MP_2010_P132_VeB	MP_2010_P136_ObB	MP_2010_P136_VeA	MP_2010_P136_VeB	MP_2010_P22_ObB	MP_2010_P22_VeB	MP_2010_P28_ObA	MP_2010_P28_VeA	MP_2010_P28_VeB	MP_2010_P381_ObB	MP_2010_P381_VeA	MP_2010_P381_VeB	MP_2010_P7_ObB	MP_2010_P7_VeB	MP_Control2
ASV_11	0	0	0	5763	7841	840	8	26	178	68	0	92	0	0	0	0	0	0	0	0	0	1085	1954	333	0	0	1	0	0	51	0	196	758	2	0	0	0	0	0	0	0	0	0	42	0	265	0	0	0	2	0	0	0	0	451	0	0	2	0	5829	4172	12420	13487	15288	147	25	220	104	273	0	1	0	0	0	0	4	0	0	0	208	379	438	279	12	43	0	0	6	0	57	0	0	0	0	0	2	123	4	3	10	3	2	64	477	0	104	14	15	0	25	963	25	0	0	20	3	0	29	1877	216	287	84	254	0	0	0	1	0	0	0	167	21	48	7	0	0	0	0	588	1553	428	445	85	0	0	0	0	0	0	0	0	520	180	38	11	9	2	202	22	0	1	0	1	4	0	1	0	0	0	0	80	2	0	0	13497	3476	9618	6488	3956	1117	422	1211	52	1	218	43	0	429	0	0	0	0	0	15839	3880	13045	0	1	1
ASV_12	0	0	0	745	0	372	36	1	0	19	853	1944	0	782	0	0	0	0	422	206	647	3667	2089	822	0	0	383	79	0	0	0	0	0	26	59	76	182	0	0	1	1157	66	0	0	0	0	123	2169	0	0	0	2	0	0	0	0	0	0	1359	14	892	1025	76	0	69	283	8559	5250	304	2	4	0	0	271	865	2128	0	0	0	4	0	1345	0	0	0	1279	0	0	0	0	0	0	91	0	0	0	0	7489	5555	1	0	2	0	0	0	2	0	2160	0	84	3219	0	0	14	215	995	0	0	0	6349	0	0	0	0	1	0	0	0	0	0	184	665	804	18	0	0	0	0	0	2536	1613	1676	153	4340	1949	880	415	0	0	8	0	15913	1181	5145	309	0	0	0	2961	177	0	0	0	0	830	2128	982	0	3	0	1	0	874	1249	3	0	0	0	0	0	523	766	336	19301	5339	0	6719	877	0	0	0	0	1	0	0	0	0	132	1
ASV_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	37	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1398	824	339	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13165	1477	0	170	1169	1775	10066	32011	11251	17604	17980	3044	0	0	0	0	0	0	848	2010	0	0	0
ASV_14	0	0	0	55	0	0	0	0	0	0	0	85	0	0	399	4566	650	657	1	0	1	10970	14167	1195	0	0	1	1328	204	255	0	0	1	0	0	0	0	177	0	972	2	0	457	0	0	0	0	0	0	0	0	0	0	3935	48	486	13	0	0	558	1357	0	0	0	0	63	0	0	0	0	2	698	0	788	294	60	0	0	1	0	0	0	1	0	0	0	0	471	25	0	0	0	0	1424	89	0	0	0	0	12024	4960	7355	0	2	0	0	0	0	28785	984	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2093	0	0	0	73	104	3	0	0	224	106	285	194	1133	534	0	0	0	0	0	1	0	96	128	0	130	191	80	0	0	0	86	10	20	265	0	0	154	1	2	0	0	0	198	215	18	0	0	0	0	0	58	2	0	11	1087	71	753	195	487	2421	0	12	0	0	0	0	0	0	982	72	0
ASV_15	0	417	19	1	0	822	0	1	12	348	843	0	1586	8545	13	30	6	68	113	13	52	72	115	117	0	0	0	238	0	0	606	0	205	1464	0	6	128	475	3	636	194	898	2174	0	0	8133	7112	0	0	264	0	0	0	3599	313	164	1	50	0	62	220	0	0	0	1130	35	37	22	215	193	225	619	0	554	309	194	1	0	0	1824	1097	32	838	281	606	1486	0	0	0	0	4	0	294	376	4010	2016	3864	2956	269	31	0	2	1	0	0	0	0	687	837	289	179	36	0	0	0	0	1	0	0	0	0	0	0	76	2738	0	0	137	0	802	1863	106	128	77	0	0	161	2461	195	638	0	0	55	5	16	1304	262	2	3319	198	257	634	687	219	75	0	0	0	1044	1306	23	37	102	37	514	23	2034	1294	5	4188	1200	0	1171	1126	0	0	0	1	0	0	0	0	20	48	137	2407	1274	1650	1227	1814	0	20	2	942	0	1	7	518	0
ASV_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	26942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1788	14625	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	1	825	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22557	19323	3987	12292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17	3644	0	973	29	0	0	0	886	0	0	949	0	2997	0	9013	4948	846	1485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	554	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	341	1429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	7671	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	1866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2674	0	0	0	0	0	0	0	0	1701	0	0	0	0	0	0	0	48	2270	1071	8628	2713	17	0	0	0	0	0	0	0	0	0	0	0	0	0	28104	52	2579	0	0	0	0	0	0	0	0	0	0	0
ASV_18	170	21	7	1043	885	701	700	601	789	837	421	348	94	135	151	416	43	458	360	52	1419	130	23	33	0	0	0	697	774	435	760	473	0	1104	0	5	32	1066	0	1113	1274	2145	1012	2	0	741	493	137	190	0	0	7	220	517	0	91	140	152	252	365	451	117	15	622	1510	42	46	12	317	218	209	1198	0	1289	1892	1647	51	0	0	501	531	10	1589	106	557	657	60	22	4	33	0	0	0	238	883	1399	280	1241	570	21	26	0	754	736	24	46	427	631	873	1610	862	291	223	137	194	407	884	116	42	0	0	0	68	17	1652	0	214	554	1067	451	619	489	561	169	0	0	0	0	449	1179	1243	694	727	12	120	489	117	0	266	383	656	547	394	1080	1115	102	109	51	2530	2154	570	1652	1043	1481	31	11	553	116	0	111	649	603	955	1412	0	0	10	0	95	24	37	55	160	66	200	100	279	521	261	415	0	1077	343	0	0	0	697	918	42
ASV_19	0	81	16	0	0	103	0	0	0	83	223	147	659	3255	0	0	222	39	14	0	215	10	363	0	0	0	0	2032	1	0	0	44	67	240	26	188	213	7506	266	358	123	1401	811	0	0	0	7927	0	0	0	9	0	0	0	2191	0	0	0	0	0	0	0	0	0	372	30	10	0	580	21	1397	1051	0	58	5783	3430	0	0	0	24	0	1392	498	51	228	442	179	0	230	332	0	0	4	693	0	0	2349	399	1431	0	980	0	0	0	0	0	0	0	0	350	5253	1	0	0	7	0	0	799	0	0	0	0	0	25	1281	0	0	0	42	312	5541	1087	1965	1244	0	0	2	0	0	11	0	1	51	0	0	797	194	3	108	13	357	2499	51	1552	28	1	0	0	264	875	76	26	0	1	10	138	144	356	3	170	215	72	272	1994	130	0	0	0	109	38	0	35	0	0	0	176	75	0	511	1535	0	0	0	0	0	0	2347	1368	0
ASV_20	3	45	11	29	293	139	2292	1360	674	643	870	3835	691	0	133	395	20	1564	486	66	2040	40	0	7	0	0	0	204	0	0	0	94	0	50	0	42	82	0	0	92	43	162	383	0	5	294	0	0	0	701	7	0	1130	2867	251	1124	1125	141	0	150	208	10	0	353	149	851	273	23	6164	240	294	2542	0	2896	509	383	0	0	0	80	174	0	2	0	0	0	0	0	0	0	0	0	0	71	301	0	0	0	0	24	17	4	0	0	0	1	0	338	3046	1387	1805	0	0	0	0	0	0	0	0	0	0	0	0	22	4064	0	1627	0	0	0	728	15	64	97	0	0	0	182	0	104	97	324	88	5	15	39	2	0	196	22	94	18	145	15	13	6448	7608	2539	162	0	0	2	193	745	465	0	757	3768	0	3706	393	189	1469	533	0	0	5	0	0	0	2	0	0	27	13	0	0	0	0	89	0	0	0	0	0	0	363	204	0
ASV_21	0	1	19	0	0	0	0	0	0	0	12	368	11	1	0	0	0	0	0	1	0	378	486	52	0	0	136	1366	1	2	143	745	47	938	14	96	44	0	19	43	115	419	36	0	0	210	5414	721	989	757	0	2	0	0	0	0	900	226	50	0	0	0	0	0	33	5	0	3	694	17	0	5	0	18	34	252	0	0	0	315	131	167	1094	97	35	123	38	69	16	283	13	1	292	0	676	0	0	264	688	0	0	0	627	86	0	0	0	257	0	4272	1043	235	0	0	8	0	2178	0	726	0	300	280	5709	47	1717	0	0	0	141	1213	6284	591	514	2067	0	0	0	0	0	0	707	491	63	773	496	592	393	1	0	26	36	2684	263	397	43	0	3	0	58	1109	655	602	341	303	2383	903	4835	262	0	26	0	0	510	355	0	0	0	0	390	1	143	220	0	0	0	40	3128	2047	3692	1318	0	25	26	0	0	0	39	206	3
ASV_22	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	3	0	0	0	0	0	16	383	703	458	8000	0	33	1861	0	0	363	0	0	2	0	0	0	0	0	2	0	0	1	0	0	31	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	90	135	0	351	967	0	0	0	0	0	8	0	0	0	0	0	0	2059	8587	0	0	929	5	0	80	128	125	47	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	91	0	130	257	24	316	53	0	6024	12273	11606	3975	3133	12964	39	46	216	73	0	0	0	0	0	28	0	0	1	0	0	97	310	317	250	285	10	0	0	0	0	0	28	0	0
ASV_23	10458	216	543	43	0	0	7295	593	0	0	56	319	0	0	0	0	0	0	947	1221	0	2541	457	75	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	219	0	0	0	0	0	0	0	72	0	0	0	0	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	669	0	0	0	0	0	0	1	0	0	0	0	0	294	10532	11782	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5183	4641	6822	1341	9135	142	192	67	0	214	0	0	0	0	0	0	0	0	0
ASV_24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	2	0	63	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	197	0	11	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	574	6	0	0	3	0	0	0	0	0	0	0	0	0	2	30	27995	272	19218	2855	4715	2354	123	1918	163	521	827	0	2	9922	11	155	0	0	0	1285	76	120	0	0	0
ASV_25	0	77	0	454	1524	0	1546	537	621	0	11	41	26	0	405	708	34	105	57	161	180	25	27	45	0	0	0	401	3724	331	4011	44	0	255	0	0	10	567	0	1023	545	937	789	0	0	859	533	1610	0	0	0	0	0	1230	440	251	0	125	367	254	480	16	5	179	498	7	101	15	0	37	788	1092	0	1348	549	661	0	0	0	733	974	21	792	93	303	289	0	0	23	0	0	0	9	27	758	2167	0	754	94	7	34	0	805	806	149	319	0	748	1258	669	324	979	0	0	173	275	2192	98	0	0	0	0	0	15	382	0	0	1022	309	0	135	269	415	131	5	0	0	18	44	368	1215	1377	694	20	167	513	15	0	37	95	122	855	4809	626	172	302	299	0	706	208	254	44	172	871	93	7	662	314	0	796	281	23	534	1488	0	0	0	0	0	0	52	82	42	77	192	80	390	105	156	386	116	693	258	0	0	0	859	228	0
ASV_26	0	0	0	0	0	0	0	0	0	0	0	0	14448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30257	24859	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_27	0	69	15	0	0	531	0	176	0	76	7	388	0	0	0	0	0	62	164	23	641	701	40	2	0	0	0	3	0	0	0	33	0	50	0	0	0	0	0	0	470	1341	0	0	0	0	3754	51	558	0	7	0	796	0	0	0	0	1152	524	16	0	990	223	881	517	9	0	3	205	0	2	94	0	10	12869	8811	0	0	0	0	0	4	0	24	83	0	0	0	0	0	0	0	0	480	0	0	0	742	0	0	0	0	0	0	0	0	0	225	0	636	1736	0	0	0	0	158	1704	0	0	0	0	0	1324	0	0	0	0	0	750	17	13828	275	470	3024	0	0	0	0	0	8	0	3	666	0	0	0	0	1	2	0	0	1683	14	1081	52	0	0	0	0	0	26	15	0	0	38	0	0	0	0	0	0	0	108	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	849	32	0	0	0	43	983	0
ASV_28	0	0	0	0	0	0	0	119	0	3189	960	0	1992	0	15689	8988	15530	6718	0	0	1	199	8151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	1756	0	1880	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_29	22	26	46	0	0	0	0	1	0	0	0	0	43890	9625	0	0	0	0	60	0	12	0	0	0	22	3	559	0	0	0	0	0	1409	0	707	1424	1832	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	28	0	0	0	0	2037	82	0	0	0	0	0	0	0	0	0	0	805	717	0	0	0	514	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	164	310	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	1	48	25	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_30	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	149	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16803	1548	0	0	0	41	0	0	0	0	0	0	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	14	0	0	0	0	0	0	0	0	0	0	0	42903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_31	0	2	0	945	2552	0	161	485	1069	0	42	49	9	0	229	740	1	85	126	2	290	30	37	69	0	0	0	688	1071	113	1201	31	0	455	0	0	0	959	0	1071	1782	2360	537	0	0	486	219	137	0	0	0	0	0	193	56	19	0	38	138	67	160	1	5	315	1393	3	4	0	0	26	428	1232	0	1691	1015	1606	0	0	0	386	1199	0	884	19	403	246	0	0	0	0	0	0	5	23	884	586	95	96	51	7	12	0	24	270	1	11	0	763	389	692	74	57	0	0	43	96	433	2	0	2	0	0	0	0	602	0	0	775	30	0	105	342	507	83	0	0	0	1	221	793	1301	1527	1079	1	70	144	28	0	33	256	468	196	3701	752	1015	28	13	0	2652	1008	74	13	193	759	7	0	440	173	0	207	498	99	1296	2705	0	0	0	0	0	0	17	30	37	18	141	51	36	105	105	356	18	1082	224	0	0	0	1505	444	0
ASV_32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	505	164	459	0	0	0	432	1224	1188	0	0	1	1884	0	676	6169	326	0	0	386	39	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1642	0	0	2198	0	0	0	0	0	0	627	0	0	0	0	0	0	38	0	0	0	42	17238	0	0	0	22	0	3367	4235	3137	0	0	0	0	0	541	0	3379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	1173	0	0	0	712	1264	259	905	361	0	0	0	2579	2184	211	34	0	0	0	49	0	0	0	0	0	1668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0
ASV_33	0	0	0	0	0	0	0	0	0	1	57	0	0	0	0	0	0	302	0	0	0	0	0	37	0	0	0	1317	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	1	55	1254	111	2813	614	0	0	0	7238	12754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1162	0	0	0	0	0	0	0	0	0	0	0	0	748	0	0	4123	0	0	0	0	0	0	0	0	0	0	0	5493	0	0	0	0	4	0	0	0	0	0	0	0	0	849	0	0	0	26	0	12617	0	0	0	0	0	6720	0	0	0	0	0	0	0	0	902	901	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_34	3769	133	133	0	0	0	1	0	10686	0	429	15830	0	3919	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7305	15007	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_35	0	0	0	54	37393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	679	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	718	4534	0	0	14596	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_36	0	0	0	78	0	4	0	280	0	0	0	0	0	0	0	171	0	0	0	0	2	44	25	0	1000	0	442	0	0	0	1107	0	0	1866	0	0	262	72	1411	88	24	17	11	0	3	0	0	0	0	0	79	25	0	0	225	0	2121	4	0	1	0	0	0	0	186	0	0	3682	0	38	220	0	0	417	0	0	0	123	0	1962	0	0	0	40	0	38	0	0	47	0	4	494	0	6	0	4	0	0	0	0	9	4	10	0	0	0	0	3327	0	377	107	0	1	67	4	43	0	0	862	0	257	248	0	97	0	0	0	1568	0	0	368	0	0	0	0	0	0	168	0	231	458	0	0	0	0	0	9	1	657	5	34	64	49	116	0	0	0	241	0	0	7200	0	40	0	58	70	0	0	0	0	131	1695	0	0	3	0	0	6	0	0	0	61	0	0	0	0	1705	0	31	2087	15822	597	71	0	671	1717	0	130	0
ASV_37	0	5	0	459	1076	0	170	392	979	0	36	44	8	0	202	647	1	125	114	4	399	19	19	35	0	0	0	576	1076	116	1231	25	0	422	0	0	0	935	0	1008	1759	2242	578	0	0	481	214	207	0	0	0	0	0	181	86	21	0	34	124	46	100	2	1	226	1315	3	1	0	0	12	425	1220	0	1639	923	1409	0	0	3	285	1088	1	789	19	349	247	0	0	0	0	0	0	0	20	863	584	0	73	55	4	9	0	16	259	2	8	0	672	416	533	78	65	0	0	41	74	383	1	0	0	0	0	0	3	596	0	0	537	48	0	114	346	510	55	0	0	0	0	197	713	1242	1309	1056	0	64	130	13	0	25	231	456	165	3545	732	976	32	32	0	2548	961	69	48	185	735	13	0	431	183	4	199	536	74	1156	2623	0	0	0	0	0	0	15	20	8	6	84	30	19	19	94	371	20	1027	192	0	0	0	1450	407	0
